Start_time,Depthsum,Depths
2021.11.17,1694142,81210
2021.11.18,5674627,266466
2021.11.19,15942332,748033
2021.11.20,9381015,442655
2021.11.21,11152069,525101
2021.11.22,9600665,453590
2021.11.23,13283249,619202
2021.11.24,15072910,696804
2021.11.25,10290235,480999
2021.11.26,364862,17458
2021.11.27,7452342,348278
2021.11.28,13903994,640495
2021.11.29,9811644,449162
2021.11.30,9052902,419360
2021.12.01,13034331,601165
2021.12.02,21005204,969472
2021.12.03,24805042,1146102
2021.12.04,21858862,1006145
2021.12.05,16791209,772848
2021.12.06,11558399,532516
2021.12.07,14086195,641688
2021.12.08,13565086,614366
2021.12.09,34323137,1565837
2021.12.10,25246113,1152348
2021.12.11,6158728,282751
2021.12.12,22397157,1024799
2021.12.13,26644043,1210747
2021.12.14,10816158,484370
2021.12.15,24461079,1115406
2021.12.16,18710653,859923
2021.12.17,11878641,547586
2021.12.18,17852070,814199
2021.12.19,17087777,780267
2021.12.20,13069631,600082
2021.12.21,22111631,1007034
2021.12.22,22688742,1020254
2021.12.23,15035899,678537
2021.12.24,15813007,719523
2021.12.25,12540438,566785
2021.12.26,15190828,685165
2021.12.27,13003759,589585
2021.12.28,20642681,931716
2021.12.29,20100224,906439
2021.12.30,18152740,816622
2021.12.31,14843241,670500
2022.01.01,17610563,792467
2022.01.02,10405637,472629
2022.01.03,8445091,386766
2022.01.04,16337433,747033
2022.01.05,9701848,447036
2022.01.06,14319295,657470
2022.01.07,16250711,744335
2022.01.08,16163568,740025
2022.01.09,15022649,688527
2022.01.10,12934301,591398
2022.01.11,9401972,425297
2022.01.12,14423721,657026
2022.01.13,15613534,710710
2022.01.14,15018343,678261
2022.01.15,17310617,787276
2022.01.16,18057022,820271
2022.01.17,18968301,861976
2022.01.18,17629698,802234
2022.01.19,20510107,930177
2022.01.20,20500415,927977
2022.01.21,21240309,960939
2022.01.22,21440710,969096
2022.01.23,27719059,1255910
2022.01.24,20946829,948779
2022.01.25,19549197,886509
2022.01.26,11133804,507187
2022.01.27,14846139,671182
2022.01.28,17286354,779525
2022.01.29,11258471,502982
2022.01.30,13710440,618379
2022.01.31,12221684,554807
2022.02.01,18699499,843191
2022.02.02,21068485,943394
2022.02.03,16100350,722561
2022.02.04,10349885,463176
2022.02.05,6608381,296123
2022.02.06,16220903,727460
2022.02.07,12294294,555966
2022.02.08,15530794,705474
2022.02.09,16607915,744058
2022.02.10,17929200,797447
2022.02.11,5767081,251443
2022.02.12,7907295,349255
2022.02.13,9490229,405832
2022.02.14,13846160,592762
2022.02.15,3169448,134819
2022.02.16,6163877,263536
2022.02.17,11410932,489535
2022.02.18,8644014,378229
2022.02.19,12571019,541229
2022.02.20,15223845,651352
2022.02.21,15292875,672921
2022.02.22,19847474,877484
2022.02.23,13368079,590222
2022.02.24,13193589,582004
2022.02.25,13162640,580074
2022.02.26,12126149,536017
2022.02.27,13163432,580987
2022.02.28,17503623,774019
2022.03.01,17803660,789124
2022.03.02,15686969,696265
2022.03.03,3923602,165195
2022.03.04,14685405,634089
2022.03.05,20592301,909624
2022.03.06,26526569,1177379
2022.03.07,28955877,1280825
2022.03.08,12965630,575802
2022.03.09,13568914,598955
2022.03.10,30689853,1354137
2022.03.11,29494193,1300941
2022.03.12,27076092,1194319
2022.03.13,19195523,844281
2022.03.14,11749176,519316
2022.03.15,12113613,552215
2022.03.16,12458280,559460
2022.03.17,12606754,566124
2022.03.18,15811773,703049
2022.03.19,17127213,757976
2022.03.20,15651187,686347
2022.03.21,9783324,432540
2022.03.22,14021954,624741
2022.03.23,13229524,594737
2022.03.24,16086222,707037
2022.03.25,12209199,536648
2022.03.26,14259889,633248
2022.03.27,13557031,603081
2022.03.28,15774430,701383
2022.03.29,14803868,655319
2022.03.30,12560842,556827
2022.03.31,13798779,610282
2022.04.01,18243252,805712
2022.04.02,19203717,850265
2022.04.03,18688322,827767
2022.04.04,16352951,725313
2022.04.05,16388359,727468
2022.04.06,12777021,566188
2022.04.07,17820580,789504
2022.04.08,20370704,902587
2022.04.09,20770850,920722
2022.04.10,19767161,875732
2022.04.11,15658715,693676
2022.04.12,16396036,724875
2022.04.13,16166025,713975
2022.04.14,15916083,702389
2022.04.15,15622925,689793
2022.04.16,16788111,741333
2022.04.17,19170157,847333
2022.04.18,16381288,721663
2022.04.19,20781396,927271
2022.04.20,16926517,753341
2022.04.21,14192822,627402
2022.04.22,10981188,484897
2022.04.23,11272850,499820
2022.04.24,9617780,426272
2022.04.25,16491857,729804
2022.04.26,18804597,833874
2022.04.27,15206196,678562
2022.04.28,17400993,781695
2022.04.29,10785356,482294
2022.04.30,13204387,586984
2022.05.01,20992099,930366
2022.05.02,19361967,863454
2022.05.03,14775431,658852
2022.05.04,2153823,95455
2022.05.05,4872087,213992
2022.05.06,8489465,371481
2022.05.07,6650306,291749
2022.05.08,5070081,222272
2022.05.09,10990801,482122
2022.05.10,11171048,492204
2022.05.11,10890098,478218
2022.05.12,12422120,542912
2022.05.13,15299584,669500
2022.05.14,19670809,858112
2022.05.15,32047537,1398035
2022.05.16,20279597,889099
2022.05.17,17548028,771756
2022.05.18,25216150,1103044
2022.05.19,22050521,965888
2022.05.20,21114644,928850
2022.05.21,17899759,789128
2022.05.22,16038461,706091
2022.05.23,24921121,1093203
2022.05.24,12809860,563950
2022.05.25,18564645,817719
2022.05.26,23606369,1036021
2022.05.27,20578823,904302
2022.05.28,14565538,637694
2022.05.29,17869052,783750
2022.05.30,8830828,390264
2022.05.31,22770982,1001198
2022.06.01,21041384,922443
2022.06.02,24551788,1072983
2022.06.03,21107465,918929
2022.06.04,14163007,621642
2022.06.05,14493028,634291
2022.06.06,11518969,506634
2022.06.07,16439875,720223
2022.06.08,15496489,676197
2022.06.09,19307909,835056
2022.06.10,17791712,769226
2022.06.11,22328872,964590
2022.06.12,18429577,795463
2022.06.13,11289262,489102
2022.06.14,7272467,313336
2022.06.15,5683262,246386
2022.06.16,10801164,459034
2022.06.17,18243852,785206
2022.06.18,17441402,751660
2022.06.19,22782742,980338
2022.06.20,20747333,893282
2022.06.21,18648300,804099
2022.06.22,15376044,663708
2022.06.23,17480489,756214
2022.06.24,10567949,457987
2022.06.25,14477821,627324
2022.06.26,13416320,580601
2022.06.27,10493693,453693
2022.06.28,7677260,332543
2022.06.29,12613911,544202
2022.06.30,7602259,326468
2022.07.01,12851111,551996
2022.07.02,11978923,514466
2022.07.03,18502475,797545
2022.07.04,9807448,422317
2022.07.05,7737559,333060
2022.07.06,7665329,329912
2022.07.07,12948714,558137
2022.07.08,12553249,542207
2022.07.09,16754507,722546
2022.07.10,16606849,714781
2022.07.11,19710236,846024
2022.07.12,20240356,867211
2022.07.13,19447923,831142
2022.07.14,15144169,639938
2022.07.15,14196248,606580
2022.07.16,14066063,602425
2022.07.17,12932555,555017
2022.07.18,10945926,469917
2022.07.19,10757718,462066
2022.07.20,7691184,330296
2022.07.21,15983013,682949
2022.07.22,8755748,373831
2022.07.23,11586310,493653
2022.07.24,30506474,1303264
2022.07.25,30384659,1302836
2022.07.26,23678558,1014301
2022.07.27,29628351,1269037
2022.07.28,27722075,1188036
2022.07.29,13983567,599118
2022.07.30,6732537,288511
2022.07.31,13879716,595694
2022.08.01,29833044,1277442
2022.08.02,15204543,651285
2022.08.03,28758881,1227860
2022.08.04,33952925,1447382
2022.08.05,38288928,1631576
2022.08.06,27835905,1184682
2022.08.07,20337267,869978
2022.08.08,17015285,728653
2022.08.09,19802983,847403
2022.08.10,19682968,842575
2022.08.11,12970664,555270
2022.08.12,7549987,324406
2022.08.13,6655479,282576
2022.08.14,4723974,201075
2022.08.15,6881634,297605
2022.08.16,7858208,338487
2022.08.17,8786066,380249
2022.08.18,6578630,284047
2022.08.19,5941137,256305
2022.08.20,348331,14770
2022.08.21,4652492,200093
2022.08.22,1166,48
2022.08.23,2152257,92118
2022.08.24,6546819,281043
2022.08.25,12491469,538833
2022.08.26,12180118,523287
2022.08.27,8665031,374744
2022.08.28,7408777,317365
2022.08.29,15228782,655068
2022.08.30,18948307,817131
2022.08.31,18280673,788040
2022.09.01,14342641,608097
2022.09.02,15886312,675283
2022.09.03,13316691,556781
2022.09.04,11973410,512588
2022.09.05,13175666,570951
2022.09.06,10476019,453189
2022.09.07,20820147,883875
2022.09.08,21369652,902432
2022.09.09,22842806,969791
2022.09.10,9481697,406061
2022.09.11,21072106,900217
2022.09.12,32295371,1365366
2022.09.13,41475872,1749613
2022.09.14,33945208,1429373
2022.09.15,16291697,682182
2022.09.16,22856990,957026
2022.09.17,17599156,739891
2022.09.18,18505525,778375
2022.09.19,8014501,338534
2022.09.20,16942019,713196
2022.09.21,10620113,445824
2022.09.22,20954060,881008
2022.09.23,20603474,865246
2022.09.24,18334275,770141
2022.09.25,13500210,570429
2022.09.26,4443210,187875
2022.09.27,4513878,189525
2022.09.28,18261264,771574
2022.09.29,28188999,1193940
2022.09.30,19400553,821799
2022.10.01,29551136,1249663
2022.10.02,30767214,1296247
2022.10.03,40680399,1713421
2022.10.04,28309293,1191189
2022.10.05,27829069,1170433
2022.10.06,22646441,948493
2022.10.07,19055006,798032
2022.10.08,12691037,534776
2022.10.09,4960120,209570
2022.10.10,6895097,291422
2022.10.11,13758587,580842
2022.10.12,20956093,883763
2022.10.13,34545296,1456540
2022.10.14,26911499,1133558
2022.10.15,18124211,763118
2022.10.16,21335068,898038
2022.10.17,16145751,674213
2022.10.18,15869776,657941
2022.10.19,21741072,899429
2022.10.20,18660861,770247
2022.10.21,15557604,641846
2022.10.22,15242257,629384
2022.10.23,21444781,898405
2022.10.24,21915891,951806
2022.10.25,16902007,705633
2022.10.26,25351187,1058835
2022.10.27,24960721,1035979
2022.10.28,18593593,768800
2022.10.29,6126521,254093
2022.10.30,25597112,1055338
2022.10.31,12481088,514157
2022.11.01,7075586,291591
2022.11.02,7787127,321916
2022.11.03,7300898,302511
2022.11.04,9635019,398357
2022.11.05,9707275,401480
2022.11.06,11518521,477192
2022.11.07,10135106,418407
2022.11.08,10591037,438047
2022.11.09,10622434,441437
2022.11.10,11537944,480779
2022.11.11,13646603,567212
2022.11.12,17805524,739176
2022.11.13,13284540,551773
2022.11.14,14198255,586872
2022.11.15,11611782,480951
2022.11.16,10950685,453637
2022.11.17,11170998,463306
2022.11.18,8027670,333729
2022.11.19,16852372,698066
2022.11.20,16471353,678561
2022.11.21,12707171,523555
2022.11.22,11464606,471229
2022.11.23,18041214,735211
2022.11.24,18437993,746437
2022.11.25,16320596,660390
2022.11.26,19578792,788062
2022.11.27,26691235,1071901
2022.11.28,20572741,826867
2022.11.29,18928318,762157
2022.11.30,20231016,812033
2022.12.01,24872038,996963
2022.12.02,28355684,1139008
2022.12.03,25767359,1032354
2022.12.04,32626399,1294014
2022.12.05,26455100,1050181
2022.12.06,23307864,922555
2022.12.07,17646295,699616
2022.12.08,19309809,763139
2022.12.09,14403388,570784
2022.12.10,12494052,496477
2022.12.11,13516736,533236
2022.12.12,4948497,194717
2022.12.13,12266540,483196
2022.12.14,14585223,577023
2022.12.15,21281429,842238
2022.12.16,14616056,579714
2022.12.17,11975310,474465
2022.12.18,11430478,453701
2022.12.19,7254680,290900
2022.12.20,16402276,637076
2022.12.21,17931617,693417
2022.12.22,13979370,542856
2022.12.23,12675910,490975
2022.12.24,10745218,416305
2022.12.25,5679543,220873
2022.12.26,8078398,314332
2022.12.27,12439487,483708
2022.12.28,16132348,626153
2022.12.29,13615389,530670
2022.12.30,18245872,710163
2022.12.31,29607781,1150080
2023.01.01,28239541,1096383
2023.01.02,31054718,1207245
2023.01.03,19830618,774536
2023.01.04,16009941,628649
2023.01.05,13319887,525031
2023.01.06,12784903,501653
2023.01.07,16025784,628224
2023.01.08,15671323,611931
2023.01.09,17115713,670068
2023.01.10,7059603,281348
2023.01.11,18997939,747009
2023.01.12,18243827,718656
2023.01.13,19315897,759581
2023.01.14,17822716,700043
2023.01.15,17988792,707418
2023.01.16,15075952,596335
2023.01.17,18895962,743620
2023.01.18,21947557,865369
2023.01.19,27098623,1066194
2023.01.20,26735071,1054495
2023.01.21,25602729,1010538
2023.01.22,24329391,961055
2023.01.23,24509381,967586
2023.01.24,24970953,982185
2023.01.25,21627504,851573
2023.01.26,22381637,874537
2023.01.27,21095804,822025
2023.01.28,21976355,853327
2023.01.29,29372910,1139124
2023.01.30,32541590,1263474
2023.01.31,32478035,1264678
2023.02.01,30518752,1192240
2023.02.02,33387991,1306368
2023.02.03,33119419,1295306
2023.02.04,17968720,707613
2023.02.05,23632575,934335
2023.02.06,20847512,823626
2023.02.07,24194963,960556
2023.02.08,22938176,910743
2023.02.09,26960363,1069255
2023.02.10,30234724,1202338
2023.02.11,21685325,861986
2023.02.12,4467875,177823
2023.02.13,1648,64
2023.02.14,8333220,332486
2023.02.15,14953220,599920
2023.02.16,21842148,876755
2023.02.17,26019152,1041944
2023.02.18,18285667,731846
2023.02.19,18624858,745272
2023.02.20,21658574,864687
2023.02.21,26265137,1047563
2023.02.22,33859162,1350671
2023.02.23,15511991,620096
2023.02.24,25462221,1015748
2023.02.25,24022825,986766
2023.02.26,22474744,931457
2023.02.27,24980782,1034810
2023.02.28,12742369,526131
2023.03.01,13427517,559027
2023.03.02,16862267,698798
2023.03.03,20394177,836477
2023.03.04,19855632,813274
2023.03.05,27937382,1151798
2023.03.06,28531245,1178775
2023.03.07,27090341,1113006
2023.03.08,35407520,1455067
2023.03.09,32814437,1349138
2023.03.10,36431210,1498789
2023.03.11,35667420,1463909
2023.03.12,34560437,1415709
2023.03.13,33066058,1356638
2023.03.14,40044690,1657336
2023.03.15,27881297,1161416
2023.03.16,25047193,1041256
2023.03.17,32597186,1369579
2023.03.18,22381188,935277
2023.03.19,25341996,1058066
2023.03.20,19680325,819342
2023.03.21,9777530,397991
2023.03.22,10222399,429504
2023.03.23,15908538,670579
2023.03.24,25598943,1072932
2023.03.25,19586985,820027
2023.03.26,24988002,1047194
2023.03.27,22927096,961762
2023.03.28,23923729,1006963
2023.03.29,30363338,1278240
2023.03.30,21724107,914486
2023.03.31,23428377,980231
2023.04.01,23087556,965820
2023.04.02,30387980,1268122
2023.04.03,35991123,1511019
2023.04.04,37454685,1575628
2023.04.05,26845770,1127859
2023.04.06,12828878,540490
2023.04.07,12145924,509572
2023.04.08,49821814,2053811
2023.04.09,27180634,1122269
2023.04.10,33250709,1373508
2023.04.11,30241942,1254916
2023.04.12,30309337,1256661
2023.04.13,25727583,1069303
2023.04.14,24874231,1031266
2023.04.15,56384851,2309885
2023.04.16,22290342,917617
2023.04.17,10354056,424690
2023.04.18,6300842,255528
2023.04.19,22012955,902500
2023.04.20,27695711,1143283
2023.04.21,24298798,999434
2023.04.22,24355137,1000209
2023.04.23,22386945,919484
2023.04.24,16256428,665817
2023.04.25,6173008,253602
2023.04.26,21818598,889307
2023.04.27,8179801,335666
2023.04.29,1161,48
2023.04.30,3330487,136992
2023.05.01,15149704,619684
2023.05.02,26350592,1082210
2023.05.03,16903320,695031
2023.05.04,36863926,1502694
2023.05.05,37967634,1544853
2023.05.06,21333842,869701
2023.05.07,22284723,907803
2023.05.08,27304265,1115870
2023.05.09,21804110,891933
2023.05.10,19208415,785824
2023.05.11,13928056,568017
2023.05.12,14953828,606043
2023.05.13,6716526,267212
2023.05.14,14925300,590313
2023.05.15,14104146,571424
2023.05.16,22284570,909641
2023.05.17,27110562,1094086
2023.05.18,22135003,881261
2023.05.19,34566687,1413582
2023.05.20,14896203,617206
2023.05.21,17631496,716707
2023.05.22,37001730,1481054
2023.05.23,44189912,1757183
2023.05.24,29581310,1175668
2023.05.25,11085145,444668
2023.05.26,21701148,857151
2023.05.27,33542520,1325171
2023.05.28,23957349,940023
2023.05.29,10203595,398303
2023.05.30,22640488,881335
2023.05.31,17535563,688039
2023.06.01,13838986,556435
2023.06.02,13997868,566648
2023.06.03,23615141,954703
2023.06.04,11711965,478659
2023.06.05,16779351,690674
2023.06.06,24874342,1023615
2023.06.07,35176825,1437541
2023.06.08,32719716,1339364
2023.06.09,24035805,986990
2023.06.10,26843027,1096871
2023.06.11,24189309,988003
2023.06.12,14957826,613081
2023.06.13,19665757,795352
2023.06.14,23899457,973708
2023.06.15,29454305,1201982
2023.06.16,35607720,1453580
2023.06.17,37290694,1519696
2023.06.18,20548139,838867
2023.06.19,35915058,1456153
2023.06.20,28492199,1139918
2023.06.21,33552717,1349514
2023.06.22,21266869,864336
2023.06.23,12188563,494143
2023.06.24,5840788,235604
2023.06.25,14106813,563824
2023.06.26,25025294,998769
2023.06.27,21967961,885289
2023.06.28,34671771,1398785
2023.06.29,29315798,1189667
2023.06.30,36212034,1473390
2023.07.01,28107656,1149293
2023.07.02,21840662,890625
2023.07.03,16203451,665951
2023.07.04,21755523,906334
2023.07.05,16515119,689507
2023.07.06,20104473,844464
2023.07.07,22662714,953223
2023.07.08,27743152,1168230
2023.07.09,25424586,1072047
2023.07.10,19266521,815257
2023.07.11,17963250,764031
2023.07.12,25139323,1103593
2023.07.13,36521839,1634567
2023.07.14,33204740,1456424
2023.07.15,32760881,1427985
2023.07.16,26923151,1166446
2023.07.17,27415985,1174541
2023.07.18,28041840,1203751
2023.07.19,22628085,966206
2023.07.20,16643630,717203
2023.07.21,17606886,751060
2023.07.22,8037395,341400
2023.07.31,1086636,41912
2023.08.01,6742374,276606
2023.08.02,10341058,429772
2023.08.03,9190758,379987
2023.08.04,13199877,559003
2023.08.05,35476054,1515088
2023.08.06,27296945,1165059
2023.08.07,21237181,909917
2023.08.08,16580470,709655
2023.08.09,25126769,1076054
2023.08.10,22225111,944555
2023.08.11,28848337,1231299
2023.08.12,39116373,1679813
2023.08.13,26051876,1131131
2023.08.14,12502687,542451
2023.08.15,27623802,1192710
2023.08.16,34626096,1490486
2023.08.17,30010419,1294988
2023.08.18,42067159,1801340
2023.08.19,44830560,1911652
2023.08.20,31579546,1349538
2023.08.21,28907890,1242534
2023.08.22,15247408,658178
2023.08.23,23237921,995862
2023.08.24,33265401,1425854
2023.08.25,16357499,700851
2023.08.26,15367660,658913
2023.08.27,15351829,659399
2023.08.28,18863490,812184
2023.08.29,20046740,862931
2023.08.30,10725722,460954
2023.08.31,29743021,1272356
2023.09.01,27609667,1183737
2023.09.02,29893441,1262645
2023.09.03,13354330,544987
2023.09.04,12376658,515696
2023.09.05,20409218,863848
2023.09.06,27166812,1150212
2023.09.07,14599996,608361
2023.09.08,7295921,294407
2023.09.09,11861601,490163
2023.09.10,31280773,1315081
2023.09.11,25672332,1078575
2023.09.12,15148534,641093
2023.09.13,18452470,774937
2023.09.14,14670742,616038
2023.09.15,8353661,351379
2023.09.16,8995307,377926
2023.09.17,25932102,1079183
2023.09.18,32361888,1372244
2023.09.19,20247554,848600
2023.09.20,27800919,1166987
2023.09.21,39353904,1655432
2023.09.22,40689071,1713910
2023.09.23,24739010,1044209
2023.09.24,36224945,1529043
2023.09.25,32945759,1388996
2023.09.26,32339936,1352200
2023.09.27,37254204,1563712
2023.09.28,49101503,2073098
2023.09.29,45033033,1900483
2023.09.30,30101693,1273706
2023.10.01,29088744,1232369
2023.10.02,32919334,1397042
2023.10.03,31031546,1315955
2023.10.04,25396845,1074374
2023.10.05,28381667,1197154
2023.10.06,35672173,1511734
2023.10.07,36006762,1514360
2023.10.08,35294311,1482508
2023.10.09,32538145,1370722
2023.10.10,29967902,1269663
2023.10.11,39906886,1691155
2023.10.12,40465565,1711488
2023.10.13,37540148,1593288
2023.10.14,29813132,1265462
2023.10.15,21288812,904311
2023.10.16,20662536,875824
2023.10.17,39684584,1677617
2023.10.18,41982317,1774080
2023.10.19,54145262,2287403
2023.10.20,51697567,2184484
2023.10.21,45339349,1916391
2023.10.22,33512025,1416884
2023.10.23,29992342,1265559
2023.10.24,22427276,955368
2023.10.25,24724166,1044950
2023.10.26,20542355,865055
2023.10.27,30133352,1267546
2023.10.28,22169857,936302
2023.10.29,21996723,929290
2023.10.30,22203660,940899
2023.10.31,26005785,1105568
2023.11.01,24413822,1037739
2023.11.02,24792378,1055260
2023.11.03,24337278,1031830
2023.11.04,18040682,768828
2023.11.05,19342274,814411
2023.11.06,21484675,912612
2023.11.07,14211226,607574
2023.11.08,23899986,1008528
2023.11.09,27441506,1154563
2023.11.10,28917625,1211950
2023.11.11,30795761,1292644
2023.11.12,21312447,895852
2023.11.13,16160526,672512
2023.11.14,27685246,1150450
2023.11.15,23909780,993045
2023.11.16,23759931,1001448
2023.11.17,19971593,845831
2023.11.18,18833894,789232
2023.11.19,20940713,880400
2023.11.20,20149886,847142
2023.11.21,26023341,1108457
2023.11.22,15918308,676301
2023.11.23,11823203,498434
2023.11.24,13341465,564233
2023.11.25,14828041,626092
2023.11.26,21916405,923665
2023.11.27,23263835,985036
2023.11.28,28261282,1220529
2023.11.29,24409023,1056335
2023.11.30,32248616,1388124
2023.12.01,26506493,1142625
2023.12.02,26949685,1161423
2023.12.03,22612574,971898
2023.12.04,19176633,825287
2023.12.05,24298671,1039658
2023.12.06,14469036,614575
2023.12.07,17312386,720551
2023.12.08,15752082,663824
2023.12.09,22415135,947482
2023.12.10,16716551,700220
2023.12.11,20377451,835845
2023.12.12,23718512,974193
2023.12.13,18245432,751348
2023.12.14,11540261,469996
2023.12.15,12093071,493358
2023.12.16,28464233,1149589
2023.12.17,28751427,1173505
2023.12.18,24360519,995834
2023.12.19,24747465,1021300
2023.12.20,18597636,762080
2023.12.21,12986194,527817
2023.12.22,22117631,901835
2023.12.23,10140541,421416
2023.12.24,20095637,837260
2023.12.25,21886469,912701
2023.12.26,31130072,1290001
2023.12.27,29999320,1242651
2023.12.28,29548880,1226870
2023.12.29,23156386,963557
2023.12.30,32684608,1355638
2023.12.31,27266444,1145426
2024.01.01,16333533,697958
2024.01.02,15061783,652640
2024.01.03,20916964,903730
2024.01.04,19806934,854230
2024.01.05,24760695,1048823
2024.01.06,26696635,1125895
2024.01.07,23997282,1016584
2024.01.08,20670584,859281
2024.01.09,28471649,1183373
2024.01.10,11383883,474833
2024.01.11,18984659,793924
2024.01.12,9205968,382718
2024.01.13,6611960,272186
2024.01.14,10762223,455096
2024.01.15,22256279,950328
2024.01.16,20435034,878191
2024.01.17,17849967,768699
2024.01.18,15406289,655649
2024.01.19,16646427,710526
2024.01.20,13212362,573219
2024.01.21,15128814,653790
2024.01.22,11252993,484616
2024.01.23,12286235,541800
2024.01.24,17556342,772695
2024.01.25,14955210,647157
2024.01.26,25052970,1101758
2024.01.27,31493556,1381560
2024.01.28,14714861,639472
2024.01.29,18043832,784131
2024.01.30,18846532,825275
2024.01.31,20818707,934633
2024.02.01,14831278,659776
2024.02.02,16198647,722528
2024.02.03,9435903,418381
2024.02.04,15909247,673959
2024.02.05,22468905,940164
2024.02.06,22748193,950126
2024.02.07,18478644,774332
2024.02.08,24646164,1025903
2024.02.09,30059974,1259425
2024.02.10,30253161,1260287
2024.02.11,17464578,719777
2024.02.12,17901053,740658
2024.02.13,25948057,1088113
2024.02.14,31294332,1284952
2024.02.15,28432876,1152905
2024.02.16,26873958,1092199
2024.02.17,26639448,1098308
2024.02.18,24138534,1014563
2024.02.19,27036671,1141967
2024.02.20,27412386,1166912
2024.02.21,26933468,1149886
2024.02.22,18344365,790851
2024.02.23,25639350,1092334
2024.02.24,36183075,1549222
2024.02.25,10595756,449009
2024.02.26,20742578,882397
2024.02.27,20221815,855054
2024.02.28,27067705,1149998
2024.02.29,28042019,1198070
2024.03.01,20165486,864754
2024.03.02,17050927,731452
2024.03.03,15062875,645996
2024.03.04,19609484,837457
2024.03.05,17774964,748518
2024.03.06,29685273,1253533
2024.03.07,11132722,459206
2024.03.08,4492476,186252
2024.03.09,9762101,403972
2024.03.10,12597352,532514
2024.03.11,13147520,546319
2024.03.12,23289528,968782
2024.03.13,12017102,508912
2024.03.14,12396255,523370
2024.03.15,7828319,322301
2024.03.16,11660735,485630
2024.03.17,12300387,509314
2024.03.18,13061810,551276
2024.03.19,9801315,414895
2024.03.20,13625373,575648
2024.03.21,15058399,635285
2024.03.22,15500318,655836
2024.03.23,15633846,658022
2024.03.24,17188149,719517
2024.03.25,15546060,644853
2024.03.26,16418970,684792
2024.03.27,17408978,727197
2024.03.28,22561453,950179
2024.03.29,16753371,713369
2024.03.30,12249989,517834
2024.03.31,6224980,260720
2024.04.01,4278441,180942
2024.04.02,8809488,374529
2024.04.03,10206857,429261
2024.04.04,6957639,294466
2024.04.05,13041831,550590
2024.04.06,15115724,638284
2024.04.07,20954298,882582
2024.04.08,16875632,709367
2024.04.09,14656018,597126
2024.04.10,10957932,444434
2024.04.11,9471812,384885
2024.04.12,13632943,570765
2024.04.13,15733692,645328
2024.04.14,15711656,633739
2024.04.15,14105192,566456
2024.04.16,17707283,714492
2024.04.17,15546212,628789
2024.04.18,11200594,453828
2024.04.19,10414728,421270
2024.04.20,12121055,486591
2024.04.21,7468316,299499
2024.04.22,8817702,352755
2024.04.23,12513113,505112
2024.04.24,14752840,598592
2024.04.25,8904171,366693
2024.04.26,9985552,410207
2024.04.27,26755337,1098491
2024.04.28,185867081,7452532
2024.04.29,21380400,844419
2024.04.30,7171789,288564
2024.05.01,7174076,290966
2024.05.02,8906771,362191
2024.05.03,67356214,2696533
2024.05.04,268151671,10453955
2024.05.05,99665556,3948199
2024.05.06,10176689,435553
2024.05.07,14499701,617495
2024.05.08,101007871,4156711
2024.05.09,364982246,15121830
2024.05.10,12155083,527113
2024.05.11,18565976,801549
2024.05.12,225706424,9364467
2024.05.13,161474760,6611036
2024.05.14,154823463,6167253
2024.05.15,191555409,7481080
2024.05.16,87971558,3410534
2024.05.17,38837011,1531942
2024.05.18,220286959,8628506
2024.05.19,116703873,4608531
2024.05.20,232745220,9048287
2024.05.21,96949131,3794182
2024.05.22,61500982,2405479
2024.05.23,103410209,4057740
2024.05.24,55310873,2197301
2024.05.25,5281406,220968
2024.05.26,9382351,382217
2024.05.27,65490747,2640488
2024.05.28,136625708,5440883
2024.05.29,186239890,7561110
2024.05.30,266113934,10474748
2024.05.31,175164530,6900586
2024.06.01,248383758,9415954
2024.06.02,178908315,6893963
2024.06.03,84220641,3269156
2024.06.04,239902280,9295710
2024.06.05,156984730,5940187
2024.06.06,135919763,5262775
2024.06.07,4557808,179241
2024.06.08,3627935,142304
2024.06.09,10227379,408100
2024.06.10,10207873,400850
2024.06.11,7469906,295562
2024.06.12,6604201,262513
2024.06.13,3929282,157214
2024.06.14,2724525,109496
2024.06.15,6663597,267280
2024.06.16,10044570,399370
2024.06.17,8826429,349831
2024.06.18,6940896,276321
2024.06.19,4804129,192879
2024.06.20,7810609,309830
2024.06.21,11223792,445061
2024.06.22,13989268,555765
2024.06.23,10258138,408733
2024.06.24,11882977,472368
2024.06.25,11948856,473005
2024.06.26,14901248,586291
2024.06.27,17202484,677629
2024.06.28,16527294,653419
2024.06.29,14747087,583577
2024.06.30,173720159,6784875
2024.07.01,213857716,8194415
2024.07.02,70922835,2573477
2024.07.03,8282639,323491
2024.07.04,6039874,234679
2024.07.05,15961862,622764
2024.07.06,342418955,13193479
2024.07.07,156358357,5931914
2024.07.08,77337361,2896455
2024.07.09,12754871,496054
2024.07.10,9181055,361899
2024.07.11,39952188,1556016
2024.07.12,115901261,4339791
2024.07.13,266078469,10327418
2024.07.14,15403575,596234
2024.07.15,9421739,366071
2024.07.16,4879114,189093
2024.07.17,6753446,254942
2024.07.18,8525308,325023
2024.07.19,8362225,327871
2024.07.20,4312464,169391
2024.07.21,7152012,282068
2024.07.22,15185965,597451
2024.07.23,14751113,578980
2024.07.24,10012323,391688
2024.07.25,10457140,404864
2024.07.26,16059149,629520
2024.07.27,14219560,560521
2024.07.28,12855039,506106
2024.07.29,11095714,438854
2024.07.30,10565961,415568
2024.07.31,11634855,457492
