Start_time,Depthsum,Depths
2024.08.01,11089867,436248
2024.08.02,9998535,391815
2024.08.03,9216368,360767
2024.08.04,15000749,583736
2024.08.05,19431766,754732
2024.08.06,18885851,734642
2024.08.07,19258040,748992
2024.08.08,20460972,794331
2024.08.09,23821858,921525
2024.08.10,23527413,909474
2024.08.11,22265242,860207
2024.08.12,21573207,833190
2024.08.13,14890692,578716
2024.08.14,15878868,614371
2024.08.15,23242639,895182
2024.08.16,22476804,867960
2024.08.17,17350869,669825
2024.08.18,20663996,794578
2024.08.19,14757227,569321
2024.08.20,17258462,669798
2024.08.21,13233010,518779
2024.08.22,24115946,936125
2024.08.23,15134713,587499
2024.08.24,13672467,530241
2024.08.25,10980158,429312
2024.08.26,7776098,303785
2024.08.27,12366328,481397
2024.08.28,15668595,613435
2024.08.29,18737334,731642
2024.08.30,11172233,437379
2024.08.31,5528753,217742
2024.09.01,6119413,239365
2024.09.02,11123083,434248
2024.09.03,12449610,488750
2024.09.04,12067632,478014
2024.09.05,12302885,480326
2024.09.06,16038992,627230
2024.09.07,13226707,517386
2024.09.08,11150641,435084
2024.09.09,20739561,808726
2024.09.10,14056291,548990
2024.09.11,12613821,492481
2024.09.12,12808106,499447
2024.09.13,20144438,784618
2024.09.14,17964786,700178
2024.09.15,16749072,651601
2024.09.16,15055993,586471
2024.09.17,17618570,685887
2024.09.18,21184510,823549
2024.09.19,16368723,635407
2024.09.20,16155726,625032
2024.09.21,16676407,643980
2024.09.22,20115557,777128
2024.09.23,24429014,941711
2024.09.24,28824302,1113471
2024.09.25,29349978,1132822
2024.09.26,27620306,1067799
2024.09.27,25146897,975754
2024.09.28,23736186,921059
2024.09.29,21001134,817636
2024.09.30,25706312,1007392
2024.10.01,28378778,1118507
2024.10.02,25680773,1013882
2024.10.03,23286190,913974
2024.10.04,25334799,990125
2024.10.05,26653905,1042340
2024.10.06,27197154,1066895
2024.10.07,27106513,1060613
2024.10.08,26677283,1042639
2024.10.09,29225852,1136113
2024.10.10,25492939,993449
2024.10.11,18307391,719092
2024.10.12,15390689,607049
2024.10.13,14120286,559399
2024.10.14,9913853,390965
2024.10.15,7068230,279274
2024.10.16,11006451,435155
2024.10.17,3392003,133452
2024.10.18,2116877,83042
2024.10.19,4214668,165552
2024.10.20,4950724,194641
2024.10.21,4532746,178214
2024.10.22,3606889,142071
2024.10.23,4423225,174178
2024.10.24,7636820,301370
2024.10.25,5144343,202175
2024.10.26,6625755,257277
2024.10.27,8907180,343386
2024.10.28,8679751,335744
2024.10.29,12816094,492843
2024.10.30,18734606,731071
2024.10.31,25710198,1000439
2024.11.01,11583204,444857
2024.11.02,6116403,238348
2024.11.03,10386638,406064
2024.11.04,14000629,542908
2024.11.05,13476223,524253
2024.11.06,23438662,907413
2024.11.07,25768172,995329
2024.11.08,27608851,1064550
2024.11.09,19555992,753527
2024.11.10,14757360,567867
2024.11.11,12866157,492478
2024.11.12,12526894,481106
2024.11.13,17706874,681467
2024.11.14,9503160,357923
2024.11.15,15239834,561266
2024.11.16,17987294,670872
2024.11.17,18529703,680250
2024.11.18,13280659,491408
2024.11.19,18943430,700047
2024.11.20,25110894,927451
2024.11.21,22509367,832595
2024.11.22,20851926,771852
2024.11.23,20623886,765210
2024.11.24,19646250,730484
2024.11.25,14368121,537308
2024.11.26,19535546,733809
2024.11.27,23316282,876220
2024.11.28,14399043,543725
2024.11.29,10130099,382161
2024.11.30,14067264,532282
2024.12.01,11942968,452302
2024.12.02,12975211,491231
2024.12.03,10057227,380153
2024.12.04,6043129,227871
2024.12.05,6527036,246597
2024.12.06,10361804,391641
2024.12.07,12348294,464458
2024.12.08,14381309,537521
2024.12.09,6941575,261429
2024.12.10,5658584,211655
2024.12.11,12043626,446818
2024.12.12,13132700,488475
2024.12.13,15588408,582993
2024.12.14,14595202,551984
2024.12.15,8585957,325529
2024.12.16,14678831,554445
2024.12.17,14351364,539417
2024.12.18,9942354,375333
2024.12.19,9081352,350649
2024.12.20,18547912,705452
2024.12.21,20767385,784187
2024.12.22,17264169,653716
2024.12.23,19171588,723599
2024.12.24,10832718,412540
2024.12.25,5751293,219452
2024.12.26,8615186,329052
2024.12.27,8447804,323422
2024.12.28,15534537,591686
2024.12.29,7962077,304264
2024.12.30,5681522,216062
2024.12.31,9561258,363642
2025.01.01,17838631,680308
2025.01.02,11391081,434668
2025.01.03,5394865,206173
2025.01.04,7013015,267522
2025.01.05,8614695,328432
2025.01.06,8344486,318128
2025.01.07,6742011,257626
2025.01.08,10217024,389274
2025.01.09,10169071,389178
2025.01.10,9608788,367144
2025.01.11,100640341,3942404
2025.01.12,162454513,6177498
2025.01.13,6281312,250452
2025.01.14,5183052,208747
2025.01.15,11828039,481200
2025.01.16,12730459,523722
2025.01.17,79631197,3351216
2025.01.18,243946736,10126826
2025.01.19,150296025,6259101
2025.01.20,9797031,379928
2025.01.21,5611719,207084
2025.01.22,18167641,707608
2025.01.23,12850926,529060
2025.01.24,16240068,671402
2025.01.25,114979269,4708312
2025.01.26,68801170,2845854
2025.01.27,3569736,140954
2025.01.28,2747120,107414
2025.01.29,21947243,913410
2025.01.30,67264195,2809090
2025.01.31,124077429,5242406
2025.02.01,139603344,5907462
2025.02.02,239666074,10353720
2025.02.03,10253263,437212
2025.02.04,52048869,2293508
2025.02.05,71654234,3112991
2025.02.06,19617700,841224
2025.02.07,31278069,1341772
2025.02.08,28577513,1237460
2025.02.09,88734504,3803617
2025.02.10,5673212,240190
2025.02.11,50418069,2185292
2025.02.12,7091414,303078
2025.02.13,10465973,446190
2025.02.14,10439691,441920
2025.02.15,23111587,982542
2025.02.16,36667285,1562544
2025.02.17,10616350,442252
2025.02.18,13922289,580180
2025.02.19,17067063,712454
2025.02.20,17034486,710962
2025.02.21,16173299,675402
2025.02.22,18260266,761240
2025.02.23,19874176,814918
2025.02.24,12437970,503462
2025.02.25,43138754,1720376
2025.02.26,64906169,2562812
2025.02.27,5135652,202228
2025.02.28,6351249,246150
2025.03.01,33163825,1277872
2025.03.02,40806084,1565110
2025.03.03,9043054,341319
2025.03.04,8504482,321908
2025.03.05,7276566,275482
2025.03.06,4672777,174686
2025.03.07,7455114,281346
2025.03.08,6641770,250294
2025.03.09,5777113,217894
2025.03.10,7178461,271530
2025.03.11,9487157,361316
2025.03.12,12692920,485196
2025.03.13,25729254,956454
2025.03.14,9284506,336418
2025.03.15,20901357,766184
2025.03.16,33716165,1247844
2025.03.17,9420301,341658
2025.03.18,6507028,240844
2025.03.19,5455737,203290
2025.03.20,3668771,129832
2025.03.21,6665589,250050
2025.03.22,6227983,238226
2025.03.23,6887048,264448
2025.03.24,5680567,219416
2025.03.25,6486629,250374
2025.03.26,9276740,359180
2025.03.27,11122074,431164
2025.03.28,12324277,477658
2025.03.29,9744422,377062
2025.03.30,9034033,350678
2025.03.31,14834032,576050
2025.04.01,12801564,496580
2025.04.02,12702255,492804
2025.04.03,15661538,606302
2025.04.04,21608710,835735
2025.04.05,19304947,746761
2025.04.06,16376509,629692
2025.04.07,13938104,531962
2025.04.08,15056182,575106
2025.04.09,11560508,440266
2025.04.10,8365315,314332
2025.04.11,8752161,323872
2025.04.12,13788276,522800
2025.04.13,12260923,472432
2025.04.14,10837288,414874
2025.04.15,12687280,483666
2025.04.16,14630049,564196
2025.04.17,16281048,629002
2025.04.18,13435402,518816
2025.04.19,10747821,410804
2025.04.20,323601235,12377336
2025.04.21,124450937,4814282
2025.04.22,11502026,449230
2025.04.23,11104958,432756
2025.04.24,10607540,413140
2025.04.25,10667069,414884
2025.04.26,245643940,9502596
2025.04.27,130050415,4869594
2025.04.28,59949976,2377606
2025.04.29,6653477,263710
2025.04.30,9924039,393456
2025.05.01,13272320,526794
2025.05.02,13867857,550566
2025.05.03,13850410,550484
2025.05.04,11472217,455325
2025.05.05,10012191,396962
2025.05.06,10767243,427100
2025.05.07,13756468,545142
2025.05.08,13605426,538880
2025.05.09,13395470,529512
2025.05.10,9956148,395138
2025.05.11,10582745,416714
2025.05.12,17485238,675420
2025.05.13,20375735,785374
2025.05.14,9395573,372424
2025.05.15,8508332,337932
2025.05.16,8621955,343804
2025.05.17,25176424,1007486
2025.05.18,224823118,9136244
2025.05.19,51141799,2106502
2025.05.20,4235732,174656
2025.05.21,7994779,328744
2025.05.22,11961063,491284
2025.05.23,17516258,720038
2025.05.24,7234148,296986
2025.05.25,110409980,4455836
2025.05.26,9523834,392628
2025.05.27,11683944,478578
2025.05.28,16543730,681254
2025.05.29,16300393,669970
2025.05.30,13610710,554416
2025.05.31,65816689,2689450
2025.06.01,32878118,1352644
2025.06.02,5821708,240032
2025.06.03,4771352,193814
2025.06.04,7352108,302630
2025.06.05,9964029,412386
2025.06.06,9980332,412820
2025.06.07,13728247,571534
2025.06.08,12453907,520286
2025.06.09,13712741,574358
2025.06.10,13929254,582522
2025.06.11,8844189,369782
2025.06.12,7685524,320738
2025.06.13,7369968,308090
2025.06.14,8066016,336840
2025.06.15,9146649,381718
2025.06.16,7204398,300332
2025.06.17,8572792,356570
2025.06.18,9996109,415782
2025.06.19,7581105,314687
2025.06.20,8193949,340786
2025.06.21,7269909,301590
2025.06.22,7636846,317208
2025.06.23,9009489,374952
2025.06.24,9245928,385256
2025.06.25,9425540,392798
2025.06.26,8999505,374990
2025.06.27,7741592,323060
2025.06.28,7775051,324360
2025.06.29,8013076,333322
2025.06.30,7739071,322549
2025.07.01,8107989,336830
2025.07.02,7326744,303998
2025.07.03,5075195,210310
2025.07.04,4109149,170984
2025.07.05,4158564,172526
2025.07.06,5068936,210342
2025.07.07,5190697,215624
2025.07.08,5445135,225286
2025.07.09,5377071,222392
2025.07.10,5383007,223172
2025.07.11,5244873,217974
2025.07.12,6705344,278964
2025.07.13,6363446,267364
2025.07.14,6203723,264182
2025.07.15,5777344,240250
2025.07.16,5531719,229518
2025.07.17,5563913,231026
2025.07.18,5069760,210710
2025.07.19,4027825,167106
2025.07.20,4682047,194438
2025.07.21,5590148,231976
2025.07.22,6029726,250448
2025.07.23,6260626,260662
2025.07.24,6056376,250964
2025.07.25,6124824,253488
2025.07.26,6316787,260082
2025.07.27,176171274,7377360
2025.07.28,35575669,1517654
2025.07.29,39291163,1712782
2025.07.30,4973429,216416
2025.07.31,9664625,420534
2025.08.01,74293467,3259136
2025.08.02,33077489,1448622
2025.08.03,54945757,2390779
2025.08.04,6109608,260996
2025.08.05,5857415,248442
2025.08.06,4649497,195986
2025.08.07,5655569,238998
2025.08.08,15248799,630930
2025.08.09,71889809,3018386
2025.08.10,68056620,2968964
2025.08.11,52730032,2311220
2025.08.12,8537577,373530
2025.08.13,8764258,383002
2025.08.14,10072720,440226
2025.08.15,21577282,945406
2025.08.16,19434415,850652
2025.08.17,58136518,2481230
2025.08.18,33848850,1416064
2025.08.19,6720769,281588
2025.08.20,5492442,229568
2025.08.21,6395944,267469
2025.08.22,32979206,1383454
2025.08.23,57591275,2399382
2025.08.24,110620344,4619968
2025.08.25,28565493,1219560
2025.08.26,8423164,359166
2025.08.27,10418567,443984
2025.08.28,8122570,342880
2025.08.29,7067450,297961
2025.08.30,7992837,337988
2025.08.31,35986912,1526410
2025.09.01,14662822,621298
2025.09.02,7745830,325385
2025.09.03,6043713,251536
2025.09.04,6301746,262241
2025.09.05,6498286,273648
2025.09.06,7995081,341618
2025.09.07,5857494,250436
2025.09.08,7193559,309982
2025.09.09,9217790,399110
2025.09.10,119665999,5158086
2025.09.11,143550538,6154806
2025.09.12,4191400,181014
2025.09.13,7308348,315070
2025.09.14,7137384,307110
2025.09.15,6683206,287692
2025.09.16,4199643,180384
2025.09.17,4636468,198956
2025.09.18,9299028,398206
2025.09.19,9862127,421986
2025.09.20,7280339,311076
2025.09.21,6851663,292750
2025.09.22,7701775,328720
2025.09.23,9536142,407490
2025.09.24,10237047,437302
2025.09.25,11365776,486434
2025.09.26,11848728,507312
2025.09.27,13567896,581709
2025.09.28,11304046,482436
2025.09.29,9752674,413534
2025.09.30,8617976,363962
2025.10.01,7051282,298252
2025.10.02,6472254,275330
2025.10.03,8683962,367664
2025.10.04,10611823,448988
2025.10.05,9443576,399702
2025.10.06,6687435,283730
2025.10.07,8338461,354964
2025.10.08,9165308,392738
2025.10.09,8410507,361068
2025.10.10,8560176,368762
2025.10.11,8904654,383370
2025.10.12,8319976,358654
2025.10.13,7147777,308006
2025.10.14,6568904,282616
2025.10.15,5999823,256622
2025.10.16,5436744,231044
2025.10.17,4916154,209572
2025.10.18,6247000,267378
2025.10.19,7659660,329706
2025.10.20,5052711,218332
2025.10.21,2833508,122092
2025.10.22,2560388,109182
2025.10.23,4059894,174770
2025.10.24,4843828,208746
2025.10.25,5972420,256916
2025.10.26,7312829,308980
2025.10.27,6228691,260520
2025.10.28,7578175,326342
2025.10.29,7974299,348530
2025.10.30,7986330,350060
2025.10.31,9578424,419202
2025.11.01,8096958,345976
2025.11.02,7406160,314722
2025.11.03,7805303,332748
2025.11.04,7484826,319774
2025.11.05,6386826,271302
2025.11.06,5294589,224762
2025.11.07,7453233,320548
2025.11.08,12870962,558608
2025.11.09,13725280,593640
2025.11.10,9115066,394664
2025.11.11,6875218,297266
2025.11.12,3938181,165464
2025.11.13,3521228,144198
2025.11.14,4435242,191080
2025.11.15,9210315,401428
2025.11.16,10881373,475128
2025.11.17,9839282,430660
2025.11.18,9022628,394958
2025.11.19,10060934,439622
2025.11.20,7512315,325274
2025.11.21,15174068,660753
2025.11.22,80613294,3455558
2025.11.23,16278706,707606
2025.11.24,15428680,669210
2025.11.25,14959112,653396
2025.11.26,13953800,606916
2025.11.27,14328166,618012
2025.11.28,12127864,521800
2025.11.29,16192105,705100
2025.11.30,12448789,538608
2025.12.01,10755570,460400
2025.12.02,9048010,386548
2025.12.03,6542871,281868
2025.12.04,7860959,343334
2025.12.05,5594275,243432
2025.12.06,9500634,413584
2025.12.07,13771032,599608
2025.12.08,12710824,553704
2025.12.09,10354299,449055
2025.12.10,8437557,364552
2025.12.11,7366397,319772
2025.12.12,5639192,245138
2025.12.13,7318063,318156
2025.12.14,7059680,307144
2025.12.15,8618462,375112
2025.12.16,16450278,716314
2025.12.17,11408573,497536
2025.12.18,9360982,406772
2025.12.19,14118027,614218
2025.12.20,14500629,631368
2025.12.21,13798108,600154
2025.12.22,17319187,752480
2025.12.23,23229159,1002569
2025.12.24,15440800,664947
2025.12.25,9547668,413112
2025.12.26,12839877,564010
2025.12.27,19069255,840285
2025.12.28,14141668,623596
2025.12.29,7927447,350060
2025.12.30,8700976,381836
2025.12.31,13006749,561370
2026.01.01,18322047,783585
2026.01.02,11995812,508757
2026.01.03,10433239,446398
2026.01.04,9857026,423782
2026.01.05,8233587,352580
2026.01.06,6597217,282308
2026.01.07,12505036,530002
2026.01.08,8474243,363098
2026.01.09,10576305,454150
2026.01.10,48602,2058
