2013-04-30,sf_3
2013-08-20,sf_4
2014-05-31,sf_5
2015-01-27,sf_6
2016-01-02,sf_7
2016-11-01,sf_8
2018-01-31,sf_9
2018-11-29,sf_10
2020-01-18,sf_11
2020-09-02,sf_12
2021-02-18,sf_13
2021-07-02,sf_14
2021-10-28,sf_14.1
2022-04-18,sf_15
2022-12-04,sf_15.1
2023-06-29,sf_16
2024-02-24,sf_16.1
2024-09-06,sf_17
2025-03-30,sf_17.1
